Option,Species,iter,Month,Estimate,Season,Site,Parc,Espece
Option 2,European Shag,550,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,550,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,550,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,550,12,0.0455835836479206,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,551,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,551,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,551,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,551,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,551,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,551,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,551,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,551,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,551,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,551,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,551,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,551,12,0.0257262799397443,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,552,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,552,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,552,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,552,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,552,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,552,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,552,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,552,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,552,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,552,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,552,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,552,12,1.18172894244488,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,553,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,553,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,553,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,553,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,553,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,553,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,553,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,553,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,553,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,553,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,553,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,553,12,0.0571528745644616,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,554,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,554,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,554,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,554,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,554,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,554,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,554,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,554,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,554,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,554,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,554,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,554,12,0.0595229548526522,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,555,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,555,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,555,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,555,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,555,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,555,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,555,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,555,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,555,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,555,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,555,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,555,12,0.0484421988323376,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,556,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,556,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,556,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,556,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,556,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,556,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,556,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,556,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,556,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,556,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,556,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,556,12,0.0499934571427184,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,557,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,557,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,557,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,557,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,557,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,557,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,557,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,557,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,557,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,557,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,557,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,557,12,0.0675832938546398,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,558,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,558,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,558,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,558,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,558,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,558,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,558,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,558,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,558,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,558,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,558,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,558,12,0.154618927569278,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,559,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,559,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,559,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,559,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,559,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,559,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,559,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,559,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,559,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,559,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,559,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,559,12,0.00881148018346104,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,560,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,560,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,560,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,560,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,560,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,560,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,560,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,560,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,560,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,560,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,560,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,560,12,0.096306342149792,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,561,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,561,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,561,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,561,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,561,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,561,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,561,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,561,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,561,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,561,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,561,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,561,12,0.00358016937401742,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,562,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,562,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,562,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,562,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,562,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,562,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,562,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,562,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,562,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,562,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,562,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,562,12,0.54927254873423,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,563,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,563,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,563,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,563,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,563,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,563,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,563,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,563,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,563,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,563,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,563,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,563,12,0.119571435056854,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,564,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,564,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,564,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,564,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,564,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,564,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,564,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,564,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,564,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,564,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,564,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,564,12,0.916873563029758,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,565,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,565,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,565,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,565,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,565,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,565,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,565,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,565,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,565,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,565,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,565,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,565,12,0.431490372861606,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,566,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,566,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,566,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,566,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,566,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,566,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,566,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,566,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,566,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,566,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,566,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,566,12,0.928934537142137,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,567,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,567,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,567,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,567,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,567,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,567,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,567,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,567,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,567,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,567,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,567,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,567,12,0.0132178957560018,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,568,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,568,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,568,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,568,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,568,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,568,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,568,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,568,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,568,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,568,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,568,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,568,12,0.0561910145768436,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,569,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,569,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,569,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,569,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,569,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,569,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,569,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,569,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,569,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,569,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,569,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,569,12,0.00662004679617818,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,570,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,570,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,570,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,570,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,570,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,570,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,570,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,570,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,570,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,570,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,570,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,570,12,0.951482673780872,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,571,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,571,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,571,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,571,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,571,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,571,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,571,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,571,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,571,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,571,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,571,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,571,12,0.0534354802229605,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,572,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,572,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,572,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,572,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,572,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,572,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,572,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,572,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,572,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,572,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,572,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,572,12,0.00224891492341384,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,573,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,573,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,573,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,573,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,573,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,573,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,573,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,573,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,573,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,573,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,573,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,573,12,0.262873259601862,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,574,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
